Source	Contig	Bin	Support
bin_2.fna	NODE_676_length_3368_cov_0.133354	bin_2.fna	1.0
bin_2.fna	NODE_679_length_3337_cov_0.189677	bin_2.fna	1.0
bin_2.fna	NODE_680_length_3310_cov_0.138915	bin_2.fna	1.0
bin_2.fna	NODE_682_length_3295_cov_0.168557	bin_2.fna	1.0
bin_2.fna	NODE_683_length_3279_cov_0.180494	bin_2.fna	1.0
bin_2.fna	NODE_684_length_3272_cov_0.434465	bin_2.fna	1.0
bin_2.fna	NODE_686_length_3238_cov_0.194418	bin_2.fna	1.0
bin_2.fna	NODE_688_length_3222_cov_0.192519	bin_2.fna	1.0
bin_2.fna	NODE_689_length_3217_cov_0.188953	bin_2.fna	1.0
bin_2.fna	NODE_691_length_3189_cov_0.141786	bin_2.fna	1.0
bin_2.fna	NODE_693_length_3164_cov_0.189944	bin_2.fna	1.0
bin_2.fna	NODE_694_length_3156_cov_0.170346	bin_2.fna	1.0
bin_2.fna	NODE_695_length_3116_cov_0.170284	bin_2.fna	1.0
bin_2.fna	NODE_696_length_3099_cov_0.182673	bin_2.fna	1.0
bin_2.fna	NODE_697_length_3090_cov_0.198720	bin_2.fna	1.0
bin_2.fna	NODE_698_length_3069_cov_0.172659	bin_2.fna	1.0
bin_2.fna	NODE_700_length_3028_cov_0.154111	bin_2.fna	1.0
bin_2.fna	NODE_703_length_2993_cov_0.164694	bin_2.fna	1.0
bin_2.fna	NODE_704_length_2981_cov_0.177273	bin_2.fna	1.0
bin_2.fna	NODE_705_length_2929_cov_0.199430	bin_2.fna	1.0
bin_2.fna	NODE_706_length_2923_cov_0.238758	bin_2.fna	1.0
bin_2.fna	NODE_707_length_2921_cov_0.158214	bin_2.fna	1.0
bin_2.fna	NODE_709_length_2918_cov_0.171255	bin_2.fna	1.0
bin_2.fna	NODE_710_length_2917_cov_0.139485	bin_2.fna	1.0
bin_2.fna	NODE_711_length_2911_cov_0.198925	bin_2.fna	1.0
bin_2.fna	NODE_712_length_2894_cov_0.198341	bin_2.fna	1.0
bin_2.fna	NODE_714_length_2867_cov_0.182083	bin_2.fna	1.0
bin_2.fna	NODE_715_length_2867_cov_0.180262	bin_2.fna	1.0
bin_2.fna	NODE_716_length_2859_cov_0.190285	bin_2.fna	1.0
bin_2.fna	NODE_718_length_2852_cov_0.206884	bin_2.fna	1.0
bin_2.fna	NODE_719_length_2845_cov_0.144640	bin_2.fna	1.0
bin_2.fna	NODE_721_length_2842_cov_0.210217	bin_2.fna	1.0
bin_2.fna	NODE_723_length_2825_cov_0.173817	bin_2.fna	1.0
bin_2.fna	NODE_724_length_2810_cov_0.177761	bin_2.fna	1.0
bin_2.fna	NODE_725_length_2808_cov_0.162263	bin_2.fna	1.0
bin_2.fna	NODE_726_length_2802_cov_0.176800	bin_2.fna	1.0
bin_2.fna	NODE_728_length_2789_cov_0.170165	bin_2.fna	1.0
bin_2.fna	NODE_730_length_2765_cov_0.158850	bin_2.fna	1.0
bin_2.fna	NODE_731_length_2763_cov_0.160106	bin_2.fna	1.0
bin_2.fna	NODE_732_length_2736_cov_0.199618	bin_2.fna	1.0
bin_2.fna	NODE_735_length_2718_cov_0.213323	bin_2.fna	1.0
bin_2.fna	NODE_736_length_2707_cov_0.265275	bin_2.fna	1.0
bin_2.fna	NODE_738_length_2683_cov_0.222482	bin_2.fna	1.0
bin_2.fna	NODE_739_length_2642_cov_2.282428	unassigned	1.0
bin_2.fna	NODE_740_length_2625_cov_0.179313	bin_2.fna	1.0
bin_2.fna	NODE_741_length_2625_cov_0.164936	bin_2.fna	1.0
bin_2.fna	NODE_742_length_2601_cov_0.183871	bin_2.fna	1.0
bin_2.fna	NODE_744_length_2582_cov_0.177570	bin_2.fna	1.0
bin_2.fna	NODE_745_length_2565_cov_0.184124	bin_2.fna	1.0
bin_2.fna	NODE_747_length_2557_cov_0.174056	bin_2.fna	1.0
bin_2.fna	NODE_748_length_2553_cov_0.172286	bin_2.fna	1.0
bin_2.fna	NODE_750_length_2506_cov_0.184486	bin_2.fna	1.0
bin_2.fna	NODE_751_length_2490_cov_0.503166	bin_2.fna	1.0
bin_2.fna	NODE_753_length_2484_cov_0.158273	bin_2.fna	1.0
bin_2.fna	NODE_754_length_2483_cov_0.209992	bin_2.fna	1.0
bin_2.fna	NODE_756_length_2425_cov_0.201823	bin_2.fna	1.0
bin_2.fna	NODE_757_length_2424_cov_0.178897	bin_2.fna	1.0
bin_2.fna	NODE_758_length_2420_cov_0.200522	bin_2.fna	1.0
bin_2.fna	NODE_760_length_2401_cov_0.170614	bin_2.fna	1.0
bin_2.fna	NODE_761_length_2394_cov_0.156181	bin_2.fna	1.0
bin_2.fna	NODE_762_length_2391_cov_0.160793	bin_2.fna	1.0
bin_2.fna	NODE_764_length_2383_cov_0.163572	bin_2.fna	1.0
bin_2.fna	NODE_765_length_2368_cov_0.133956	bin_2.fna	1.0
bin_2.fna	NODE_766_length_2365_cov_0.202763	bin_2.fna	1.0
bin_2.fna	NODE_767_length_2355_cov_0.132050	bin_2.fna	1.0
bin_2.fna	NODE_768_length_2341_cov_0.168018	bin_2.fna	1.0
bin_2.fna	NODE_770_length_2322_cov_0.181736	bin_2.fna	1.0
bin_2.fna	NODE_771_length_2318_cov_0.213928	bin_2.fna	1.0
bin_2.fna	NODE_772_length_2304_cov_0.162620	bin_2.fna	1.0
bin_2.fna	NODE_773_length_2294_cov_0.204786	bin_2.fna	1.0
bin_2.fna	NODE_774_length_2287_cov_0.210065	bin_2.fna	1.0
bin_2.fna	NODE_775_length_2257_cov_0.154494	bin_2.fna	1.0
bin_2.fna	NODE_776_length_2247_cov_0.131232	bin_2.fna	1.0
bin_2.fna	NODE_777_length_2236_cov_0.191489	bin_2.fna	1.0
bin_2.fna	NODE_778_length_2229_cov_0.185009	bin_2.fna	1.0
bin_2.fna	NODE_780_length_2214_cov_0.148113	bin_2.fna	1.0
bin_2.fna	NODE_781_length_2203_cov_0.134486	bin_2.fna	1.0
bin_2.fna	NODE_782_length_2200_cov_0.237133	bin_2.fna	1.0
bin_2.fna	NODE_783_length_2181_cov_0.171359	bin_2.fna	1.0
bin_2.fna	NODE_785_length_2169_cov_0.210449	bin_2.fna	1.0
bin_2.fna	NODE_786_length_2168_cov_0.151441	bin_2.fna	1.0
bin_2.fna	NODE_788_length_2156_cov_0.162162	bin_2.fna	1.0
bin_2.fna	NODE_791_length_2140_cov_0.503715	bin_2.fna	1.0
bin_2.fna	NODE_792_length_2138_cov_0.757561	unassigned	1.0
bin_2.fna	NODE_793_length_2132_cov_0.190453	bin_2.fna	1.0
bin_2.fna	NODE_794_length_2125_cov_0.173154	bin_2.fna	1.0
bin_2.fna	NODE_795_length_2123_cov_0.176823	bin_2.fna	1.0
bin_2.fna	NODE_796_length_2113_cov_0.197791	bin_2.fna	1.0
bin_2.fna	NODE_799_length_2067_cov_0.167009	bin_2.fna	1.0
bin_2.fna	NODE_800_length_2040_cov_0.177176	bin_2.fna	1.0
bin_2.fna	NODE_802_length_2020_cov_0.200105	bin_2.fna	1.0
bin_2.fna	NODE_803_length_2018_cov_0.208224	bin_2.fna	1.0
bin_2.fna	NODE_805_length_2000_cov_0.186269	bin_2.fna	1.0
bin_2.fna	NODE_806_length_1994_cov_0.167645	bin_2.fna	1.0
bin_2.fna	NODE_807_length_1984_cov_0.657542	unassigned	1.0
bin_2.fna	NODE_809_length_1954_cov_0.207310	bin_2.fna	1.0
bin_2.fna	NODE_812_length_1951_cov_0.180328	bin_2.fna	1.0
bin_2.fna	NODE_813_length_1942_cov_0.170236	bin_2.fna	1.0
bin_2.fna	NODE_815_length_1930_cov_0.216142	bin_2.fna	1.0
bin_2.fna	NODE_817_length_1920_cov_0.219566	bin_2.fna	1.0
bin_2.fna	NODE_818_length_1894_cov_0.157924	bin_2.fna	1.0
bin_2.fna	NODE_820_length_1844_cov_0.194428	bin_2.fna	1.0
bin_2.fna	NODE_823_length_1816_cov_0.211799	bin_2.fna	1.0
bin_2.fna	NODE_825_length_1813_cov_0.195035	bin_2.fna	1.0
bin_2.fna	NODE_827_length_1779_cov_0.196019	bin_2.fna	1.0
bin_2.fna	NODE_828_length_1760_cov_0.242221	bin_2.fna	1.0
bin_2.fna	NODE_829_length_1754_cov_0.167177	bin_2.fna	1.0
bin_2.fna	NODE_830_length_1752_cov_0.200490	bin_2.fna	1.0
bin_2.fna	NODE_833_length_1739_cov_0.213226	bin_2.fna	1.0
bin_2.fna	NODE_838_length_1706_cov_0.176656	bin_2.fna	1.0
bin_2.fna	NODE_841_length_1700_cov_0.107663	bin_2.fna	1.0
bin_2.fna	NODE_843_length_1699_cov_0.230672	bin_2.fna	1.0
bin_2.fna	NODE_846_length_1689_cov_0.686862	unassigned	1.0
bin_2.fna	NODE_849_length_1686_cov_0.175080	bin_2.fna	1.0
bin_2.fna	NODE_850_length_1682_cov_0.166560	bin_2.fna	1.0
bin_2.fna	NODE_851_length_1680_cov_0.146248	bin_2.fna	1.0
bin_2.fna	NODE_852_length_1668_cov_0.155139	bin_2.fna	1.0
bin_2.fna	NODE_854_length_1640_cov_0.220540	bin_2.fna	1.0
bin_2.fna	NODE_857_length_1609_cov_0.199597	bin_2.fna	1.0
bin_2.fna	NODE_858_length_1608_cov_0.330195	bin_2.fna	1.0
bin_2.fna	NODE_860_length_1596_cov_0.189831	bin_2.fna	1.0
bin_2.fna	NODE_862_length_1592_cov_0.214140	bin_2.fna	1.0
bin_2.fna	NODE_863_length_1590_cov_0.176991	bin_2.fna	1.0
bin_2.fna	NODE_864_length_1590_cov_0.167461	bin_2.fna	1.0
bin_2.fna	NODE_865_length_1584_cov_0.201640	bin_2.fna	1.0
bin_2.fna	NODE_866_length_1583_cov_0.171683	bin_2.fna	1.0
bin_2.fna	NODE_867_length_1579_cov_0.189986	bin_2.fna	1.0
bin_2.fna	NODE_869_length_1565_cov_0.155817	bin_2.fna	1.0
bin_2.fna	NODE_870_length_1558_cov_0.233820	bin_2.fna	1.0
bin_2.fna	NODE_872_length_1537_cov_0.172316	bin_2.fna	1.0
bin_2.fna	NODE_875_length_1525_cov_0.202991	bin_2.fna	1.0
bin_2.fna	NODE_876_length_1521_cov_0.160714	bin_2.fna	1.0
bin_2.fna	NODE_877_length_1516_cov_0.714695	unassigned	1.0
bin_2.fna	NODE_878_length_1510_cov_0.151188	bin_2.fna	1.0
bin_3.fna	NODE_102_length_83100_cov_0.261512	bin_3.fna	1.0
bin_3.fna	NODE_103_length_82994_cov_0.290155	bin_3.fna	1.0
bin_3.fna	NODE_106_length_77638_cov_0.262265	bin_3.fna	1.0
bin_3.fna	NODE_111_length_74909_cov_0.249840	bin_3.fna	1.0
bin_3.fna	NODE_113_length_74692_cov_0.258210	bin_3.fna	1.0
bin_3.fna	NODE_115_length_73675_cov_0.282282	bin_3.fna	1.0
bin_3.fna	NODE_116_length_73068_cov_0.246878	bin_3.fna	1.0
bin_3.fna	NODE_126_length_65956_cov_0.269416	bin_3.fna	1.0
bin_3.fna	NODE_128_length_64640_cov_0.259040	bin_3.fna	1.0
bin_3.fna	NODE_144_length_56620_cov_0.242376	bin_3.fna	1.0
bin_3.fna	NODE_146_length_54614_cov_0.257042	bin_3.fna	1.0
bin_3.fna	NODE_150_length_53555_cov_0.264532	bin_3.fna	1.0
bin_3.fna	NODE_154_length_49278_cov_0.256159	bin_3.fna	1.0
bin_3.fna	NODE_159_length_47599_cov_0.258562	bin_3.fna	1.0
bin_3.fna	NODE_160_length_47482_cov_0.264458	bin_3.fna	1.0
bin_3.fna	NODE_164_length_46235_cov_0.246693	bin_3.fna	1.0
bin_3.fna	NODE_171_length_45298_cov_0.355380	bin_3.fna	1.0
bin_3.fna	NODE_175_length_44237_cov_0.287084	bin_3.fna	1.0
bin_3.fna	NODE_177_length_43750_cov_0.261844	bin_3.fna	1.0
bin_3.fna	NODE_179_length_43047_cov_0.253529	bin_3.fna	1.0
bin_3.fna	NODE_181_length_42830_cov_0.260741	bin_3.fna	1.0
bin_3.fna	NODE_189_length_40938_cov_0.240660	bin_3.fna	1.0
bin_3.fna	NODE_193_length_39011_cov_0.266470	bin_3.fna	1.0
bin_3.fna	NODE_196_length_38552_cov_0.269626	bin_3.fna	1.0
bin_3.fna	NODE_197_length_37892_cov_0.244923	bin_3.fna	1.0
bin_3.fna	NODE_198_length_37670_cov_0.253589	bin_3.fna	1.0
bin_3.fna	NODE_205_length_33809_cov_0.258015	bin_3.fna	1.0
bin_3.fna	NODE_206_length_33425_cov_0.269847	bin_3.fna	1.0
bin_3.fna	NODE_213_length_32360_cov_0.264524	bin_3.fna	1.0
bin_3.fna	NODE_224_length_28591_cov_0.245030	bin_3.fna	1.0
bin_3.fna	NODE_225_length_28501_cov_0.273573	bin_3.fna	1.0
bin_3.fna	NODE_231_length_26581_cov_0.259675	bin_3.fna	1.0
bin_3.fna	NODE_240_length_24240_cov_0.245118	bin_3.fna	1.0
bin_3.fna	NODE_242_length_24094_cov_0.269386	bin_3.fna	1.0
bin_3.fna	NODE_243_length_23996_cov_0.244188	bin_3.fna	1.0
bin_3.fna	NODE_250_length_22474_cov_0.248065	bin_3.fna	1.0
bin_3.fna	NODE_265_length_20399_cov_0.295690	bin_3.fna	1.0
bin_3.fna	NODE_267_length_20074_cov_0.256453	bin_3.fna	1.0
bin_3.fna	NODE_272_length_19679_cov_0.245117	bin_3.fna	1.0
bin_3.fna	NODE_275_length_19509_cov_0.238808	bin_3.fna	1.0
bin_3.fna	NODE_279_length_19119_cov_0.259554	bin_3.fna	1.0
bin_3.fna	NODE_285_length_18142_cov_0.257255	bin_3.fna	1.0
bin_3.fna	NODE_291_length_17785_cov_0.253680	bin_3.fna	1.0
bin_3.fna	NODE_294_length_17222_cov_0.257412	bin_3.fna	1.0
bin_3.fna	NODE_297_length_16653_cov_0.234031	bin_3.fna	1.0
bin_3.fna	NODE_308_length_15216_cov_0.248824	bin_3.fna	1.0
bin_3.fna	NODE_323_length_14184_cov_0.269146	bin_3.fna	1.0
bin_3.fna	NODE_333_length_13317_cov_0.274704	bin_3.fna	1.0
bin_3.fna	NODE_364_length_12001_cov_0.238131	bin_3.fna	1.0
bin_3.fna	NODE_368_length_11804_cov_0.265257	bin_3.fna	1.0
bin_3.fna	NODE_374_length_11169_cov_0.264301	bin_3.fna	1.0
bin_3.fna	NODE_453_length_8220_cov_0.241264	bin_3.fna	1.0
bin_3.fna	NODE_460_length_7835_cov_0.260565	bin_3.fna	1.0
bin_3.fna	NODE_46_length_186282_cov_0.255381	bin_3.fna	1.0
bin_3.fna	NODE_525_length_6183_cov_0.233421	bin_3.fna	1.0
bin_3.fna	NODE_536_length_6002_cov_0.277164	bin_3.fna	1.0
bin_3.fna	NODE_53_length_163349_cov_0.252555	bin_3.fna	1.0
bin_3.fna	NODE_556_length_5569_cov_0.253855	bin_3.fna	1.0
bin_3.fna	NODE_569_length_5335_cov_0.263138	bin_3.fna	1.0
bin_3.fna	NODE_574_length_5179_cov_0.254053	bin_3.fna	1.0
bin_3.fna	NODE_580_length_5117_cov_0.267214	bin_3.fna	1.0
bin_3.fna	NODE_584_length_5049_cov_0.218953	bin_3.fna	1.0
bin_3.fna	NODE_597_length_4838_cov_0.214755	bin_3.fna	1.0
bin_3.fna	NODE_644_length_3886_cov_0.255511	bin_3.fna	1.0
bin_3.fna	NODE_666_length_3559_cov_0.242292	bin_3.fna	1.0
bin_3.fna	NODE_677_length_3346_cov_0.280310	bin_3.fna	1.0
bin_3.fna	NODE_70_length_132434_cov_0.251200	bin_3.fna	1.0
bin_3.fna	NODE_746_length_2559_cov_0.319524	bin_3.fna	1.0
bin_3.fna	NODE_74_length_129650_cov_0.256977	bin_3.fna	1.0
bin_3.fna	NODE_75_length_121437_cov_0.254006	bin_3.fna	1.0
bin_3.fna	NODE_779_length_2214_cov_0.277114	bin_3.fna	1.0
bin_3.fna	NODE_787_length_2163_cov_0.201763	bin_3.fna	1.0
bin_3.fna	NODE_797_length_2106_cov_0.328463	bin_3.fna	1.0
bin_3.fna	NODE_814_length_1941_cov_0.285714	bin_3.fna	1.0
bin_3.fna	NODE_840_length_1700_cov_0.291324	bin_3.fna	1.0
bin_3.fna	NODE_84_length_109185_cov_0.252613	bin_3.fna	1.0
bin_3.fna	NODE_91_length_101427_cov_0.259728	bin_3.fna	1.0
bin_4.fna	NODE_100_length_85201_cov_1.139951	bin_4.fna	1.0
bin_4.fna	NODE_107_length_77458_cov_1.120059	bin_4.fna	1.0
bin_4.fna	NODE_108_length_77448_cov_1.231446	bin_4.fna	1.0
bin_4.fna	NODE_110_length_76915_cov_1.128122	bin_4.fna	1.0
bin_4.fna	NODE_119_length_72233_cov_1.149406	bin_4.fna	1.0
bin_4.fna	NODE_121_length_72107_cov_1.130734	bin_4.fna	1.0
bin_4.fna	NODE_134_length_62884_cov_1.144321	bin_4.fna	1.0
bin_4.fna	NODE_137_length_60478_cov_1.126564	bin_4.fna	1.0
bin_4.fna	NODE_145_length_55702_cov_1.112215	bin_4.fna	1.0
bin_4.fna	NODE_151_length_51359_cov_1.708907	bin_4.fna	1.0
bin_4.fna	NODE_152_length_50662_cov_1.165588	bin_4.fna	1.0
bin_4.fna	NODE_153_length_49841_cov_1.272647	bin_4.fna	1.0
bin_4.fna	NODE_162_length_47019_cov_4.246151	unassigned	1.0
bin_4.fna	NODE_165_length_46010_cov_1.134411	bin_4.fna	1.0
bin_4.fna	NODE_167_length_45730_cov_1.115591	bin_4.fna	1.0
bin_4.fna	NODE_169_length_45684_cov_1.129952	bin_4.fna	1.0
bin_4.fna	NODE_178_length_43052_cov_1.252382	bin_4.fna	1.0
bin_4.fna	NODE_183_length_42612_cov_1.202819	bin_4.fna	1.0
bin_4.fna	NODE_188_length_41256_cov_1.130157	bin_4.fna	1.0
bin_4.fna	NODE_190_length_39527_cov_1.107268	bin_4.fna	1.0
bin_4.fna	NODE_194_length_38971_cov_1.117143	bin_4.fna	1.0
bin_4.fna	NODE_195_length_38782_cov_1.110240	bin_4.fna	1.0
bin_4.fna	NODE_199_length_37590_cov_1.124690	bin_4.fna	1.0
bin_4.fna	NODE_202_length_34891_cov_1.120420	bin_4.fna	1.0
bin_4.fna	NODE_211_length_32563_cov_1.134116	bin_4.fna	1.0
bin_4.fna	NODE_212_length_32402_cov_1.125833	bin_4.fna	1.0
bin_4.fna	NODE_222_length_28876_cov_1.153643	bin_4.fna	1.0
bin_4.fna	NODE_234_length_25726_cov_1.075259	bin_4.fna	1.0
bin_4.fna	NODE_235_length_25389_cov_1.149003	bin_4.fna	1.0
bin_4.fna	NODE_244_length_23778_cov_1.115146	bin_4.fna	1.0
bin_4.fna	NODE_251_length_22465_cov_1.127999	bin_4.fna	1.0
bin_4.fna	NODE_258_length_21281_cov_1.157372	bin_4.fna	1.0
bin_4.fna	NODE_262_length_20656_cov_1.149550	bin_4.fna	1.0
bin_4.fna	NODE_288_length_18049_cov_1.596107	bin_4.fna	1.0
bin_4.fna	NODE_301_length_15818_cov_1.124036	bin_4.fna	1.0
bin_4.fna	NODE_309_length_15214_cov_1.080435	bin_4.fna	1.0
bin_4.fna	NODE_319_length_14362_cov_1.131943	bin_4.fna	1.0
bin_4.fna	NODE_351_length_12681_cov_1.204936	bin_4.fna	1.0
bin_4.fna	NODE_354_length_12537_cov_1.115657	bin_4.fna	1.0
bin_4.fna	NODE_365_length_11994_cov_1.445549	bin_4.fna	1.0
bin_4.fna	NODE_395_length_10042_cov_1.149179	bin_4.fna	1.0
bin_4.fna	NODE_397_length_9998_cov_1.096689	bin_4.fna	1.0
bin_4.fna	NODE_400_length_9909_cov_1.096853	bin_4.fna	1.0
bin_4.fna	NODE_410_length_9455_cov_1.083994	bin_4.fna	1.0
bin_4.fna	NODE_512_length_6388_cov_1.064146	bin_4.fna	1.0
bin_4.fna	NODE_514_length_6346_cov_1.124016	bin_4.fna	1.0
bin_4.fna	NODE_54_length_160826_cov_1.123462	bin_4.fna	1.0
bin_4.fna	NODE_55_length_158395_cov_1.135272	bin_4.fna	1.0
bin_4.fna	NODE_60_length_154193_cov_1.119457	bin_4.fna	1.0
bin_4.fna	NODE_621_length_4379_cov_1.245420	bin_4.fna	1.0
bin_4.fna	NODE_655_length_3699_cov_1.176356	bin_4.fna	1.0
bin_4.fna	NODE_678_length_3339_cov_1.233686	bin_4.fna	1.0
bin_4.fna	NODE_67_length_139246_cov_1.330013	bin_4.fna	1.0
bin_4.fna	NODE_734_length_2732_cov_1.244734	bin_4.fna	1.0
bin_4.fna	NODE_743_length_2593_cov_1.171117	bin_4.fna	1.0
bin_4.fna	NODE_752_length_2488_cov_1.118716	bin_4.fna	1.0
bin_4.fna	NODE_78_length_117844_cov_1.131988	bin_4.fna	1.0
bin_4.fna	NODE_80_length_115656_cov_1.117194	bin_4.fna	1.0
bin_4.fna	NODE_822_length_1818_cov_11.691220	unassigned	1.0
bin_4.fna	NODE_82_length_110802_cov_1.134820	bin_4.fna	1.0
bin_4.fna	NODE_831_length_1749_cov_1.171376	bin_4.fna	1.0
bin_4.fna	NODE_832_length_1747_cov_1.148216	bin_4.fna	1.0
bin_4.fna	NODE_835_length_1722_cov_0.971268	bin_4.fna	1.0
bin_4.fna	NODE_92_length_100802_cov_1.113189	bin_4.fna	1.0
bin_5.fna	NODE_104_length_79505_cov_0.368702	bin_5.fna	1.0
bin_5.fna	NODE_105_length_77953_cov_0.382490	bin_5.fna	1.0
bin_5.fna	NODE_10_length_365935_cov_0.372504	bin_5.fna	1.0
bin_5.fna	NODE_112_length_74888_cov_0.376329	bin_5.fna	1.0
bin_5.fna	NODE_114_length_73768_cov_0.381944	bin_5.fna	1.0
bin_5.fna	NODE_129_length_64636_cov_0.381663	bin_5.fna	1.0
bin_5.fna	NODE_140_length_58456_cov_0.402966	bin_5.fna	1.0
bin_5.fna	NODE_142_length_57571_cov_0.366754	bin_5.fna	1.0
bin_5.fna	NODE_148_length_54084_cov_0.381354	bin_5.fna	1.0
bin_5.fna	NODE_156_length_48598_cov_0.382119	bin_5.fna	1.0
bin_5.fna	NODE_15_length_331965_cov_0.372371	bin_5.fna	1.0
bin_5.fna	NODE_176_length_44035_cov_0.373412	bin_5.fna	1.0
bin_5.fna	NODE_17_length_326226_cov_0.377035	bin_5.fna	1.0
bin_5.fna	NODE_192_length_39272_cov_0.390641	bin_5.fna	1.0
bin_5.fna	NODE_201_length_35766_cov_0.369926	bin_5.fna	1.0
bin_5.fna	NODE_210_length_32623_cov_0.372131	bin_5.fna	1.0
bin_5.fna	NODE_215_length_31594_cov_0.381851	bin_5.fna	1.0
bin_5.fna	NODE_21_length_281912_cov_0.371300	bin_5.fna	1.0
bin_5.fna	NODE_227_length_27779_cov_0.389074	bin_5.fna	1.0
bin_5.fna	NODE_230_length_26705_cov_0.392416	bin_5.fna	1.0
bin_5.fna	NODE_241_length_24148_cov_0.452200	bin_5.fna	1.0
bin_5.fna	NODE_261_length_20675_cov_0.357351	bin_5.fna	1.0
bin_5.fna	NODE_266_length_20269_cov_0.398104	bin_5.fna	1.0
bin_5.fna	NODE_26_length_255405_cov_0.376185	bin_5.fna	1.0
bin_5.fna	NODE_27_length_254816_cov_0.371048	bin_5.fna	1.0
bin_5.fna	NODE_316_length_14382_cov_0.364140	bin_5.fna	1.0
bin_5.fna	NODE_317_length_14370_cov_0.378904	bin_5.fna	1.0
bin_5.fna	NODE_332_length_13400_cov_0.373371	bin_5.fna	1.0
bin_5.fna	NODE_39_length_230023_cov_0.379140	bin_5.fna	1.0
bin_5.fna	NODE_40_length_221629_cov_0.371404	bin_5.fna	1.0
bin_5.fna	NODE_42_length_212155_cov_0.374426	bin_5.fna	1.0
bin_5.fna	NODE_44_length_196862_cov_0.376088	bin_5.fna	1.0
bin_5.fna	NODE_477_length_7497_cov_0.188991	bin_5.fna	1.0
bin_5.fna	NODE_48_length_184430_cov_0.375261	bin_5.fna	1.0
bin_5.fna	NODE_51_length_178911_cov_0.385077	bin_5.fna	1.0
bin_5.fna	NODE_553_length_5649_cov_0.415521	bin_5.fna	1.0
bin_5.fna	NODE_573_length_5233_cov_0.336854	bin_5.fna	1.0
bin_5.fna	NODE_57_length_158120_cov_0.378762	bin_5.fna	1.0
bin_5.fna	NODE_58_length_156922_cov_0.372051	bin_5.fna	1.0
bin_5.fna	NODE_59_length_155394_cov_0.381927	bin_5.fna	1.0
bin_5.fna	NODE_61_length_151134_cov_0.376107	bin_5.fna	1.0
bin_5.fna	NODE_667_length_3540_cov_0.166715	bin_5.fna	1.0
bin_5.fna	NODE_692_length_3171_cov_0.294754	bin_5.fna	1.0
bin_5.fna	NODE_701_length_3021_cov_0.163448	bin_5.fna	1.0
bin_5.fna	NODE_713_length_2878_cov_0.398259	bin_5.fna	1.0
bin_5.fna	NODE_717_length_2858_cov_0.329558	bin_5.fna	1.0
bin_5.fna	NODE_71_length_131164_cov_0.376892	bin_5.fna	1.0
bin_5.fna	NODE_729_length_2772_cov_0.184081	bin_5.fna	1.0
bin_5.fna	NODE_72_length_130463_cov_0.371515	bin_5.fna	1.0
bin_5.fna	NODE_77_length_118110_cov_0.372382	bin_5.fna	1.0
bin_5.fna	NODE_79_length_117316_cov_0.377380	bin_5.fna	1.0
bin_5.fna	NODE_826_length_1788_cov_0.154169	bin_5.fna	1.0
bin_5.fna	NODE_837_length_1719_cov_0.146433	bin_5.fna	1.0
bin_5.fna	NODE_848_length_1686_cov_0.184026	bin_5.fna	1.0
bin_5.fna	NODE_855_length_1625_cov_0.123005	bin_5.fna	1.0
bin_5.fna	NODE_861_length_1593_cov_0.144701	bin_5.fna	1.0
bin_5.fna	NODE_868_length_1567_cov_0.168050	bin_5.fna	1.0
bin_5.fna	NODE_86_length_107174_cov_0.378037	bin_5.fna	1.0
bin_5.fna	NODE_871_length_1548_cov_0.094604	bin_5.fna	1.0
bin_5.fna	NODE_873_length_1532_cov_0.257264	bin_5.fna	1.0
bin_5.fna	NODE_87_length_106766_cov_0.369825	bin_5.fna	1.0
bin_5.fna	NODE_89_length_102286_cov_0.358743	bin_5.fna	1.0
bin_5.fna	NODE_8_length_415966_cov_0.375614	bin_5.fna	1.0
bin_5.fna	NODE_94_length_96155_cov_0.367818	bin_5.fna	1.0
bin_5.fna	NODE_95_length_91726_cov_0.379357	bin_5.fna	1.0
bin_5.fna	NODE_96_length_91230_cov_0.379205	bin_5.fna	1.0
bin_6.fna	NODE_158_length_47956_cov_0.381603	bin_6.fna	1.0
bin_6.fna	NODE_19_length_292112_cov_0.373169	bin_6.fna	0.9655172413793104
bin_6.fna	NODE_24_length_266838_cov_0.371397	bin_6.fna	1.0
bin_6.fna	NODE_31_length_247431_cov_0.373159	bin_6.fna	1.0
bin_6.fna	NODE_3_length_835083_cov_0.372460	bin_6.fna	1.0
bin_6.fna	NODE_41_length_220355_cov_0.372849	bin_6.fna	1.0
bin_6.fna	NODE_49_length_179785_cov_0.373141	bin_6.fna	1.0
bin_6.fna	NODE_65_length_140217_cov_0.374044	bin_6.fna	1.0
bin_6.fna	NODE_6_length_586102_cov_0.372614	bin_6.fna	1.0
bin_7.fna	NODE_101_length_84984_cov_0.656399	bin_7.fna	1.0
bin_7.fna	NODE_109_length_77276_cov_0.646711	bin_7.fna	1.0
bin_7.fna	NODE_118_length_72463_cov_0.641052	bin_7.fna	1.0
bin_7.fna	NODE_120_length_72161_cov_0.701916	bin_7.fna	1.0
bin_7.fna	NODE_131_length_63249_cov_0.755513	bin_7.fna	1.0
bin_7.fna	NODE_132_length_63235_cov_0.653579	bin_7.fna	1.0
bin_7.fna	NODE_133_length_63091_cov_0.667032	bin_7.fna	1.0
bin_7.fna	NODE_139_length_60037_cov_0.664981	bin_7.fna	1.0
bin_7.fna	NODE_141_length_57604_cov_0.665605	bin_7.fna	1.0
